tweets,ClassLabel
damn your bitch really hoen for the f,1
thats energy the city is electric gotta go to yankee stadium when they are winning it is truly electrifying,2
nigger you are bigger than iamdoyouevenr4apersec,1
momma didnt raise no uk k a bitch,1
use monkey maker you prick,1
i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb a saint even using it,1
i remember his nephew lucas cry and dan saying quit being such a pussy and grow a pair or something dans so funny,0
yep texas is redneck heaven,1
haha y uhh that hoe wa funny,1
stank a shoe haha,1
bitch,1
fuck you bitch lol,1
shut up bitch,1
suck a dick hoe,1
your e gay bitch,1
no bitch lol,1
lmao your e on my timeline i taint spying hoe lol,1
bitch you beat after losing twice lolandwewon11 you just a hater,1
bitch answer me lol,1
bitch you cant even say no lol,1
lmao your e a bitch boy,1
lol thanks bitch hahah vega saint ready for u lol,1
shut up bitch,1
that dont mean your e not balling lol shut up hoe lol,1
that mean your e balling if youre jewish lol i dont love hoe lol,1
your e a bitch lol,1
no son give heard wa good is what i mean by he trash,2
please tell those fuming cop that they are a bunch of coward little bitch and should not be allowed near weapon thanks,1
theyre both big bitch tho lol,1
good leave you stupid faggot,0
huh lol mad nigger is mad,0
you a int got no hoe lil jess you real il guy,1
who did you robthemhoeslike4 online,1
bitch as nigg gaaa,1
i say it all the time same with fag and queer it all about the context i suppose some people are just looking to get offended,1
the fact this bird as nigga took my phone and did a light skin pose in school mh lol,1
time to call hoe,1
feel like it been a year since i seen ya queer lolol,1
nooo amber supposed to kill me fag,1
did you say spraytan charlie crist switch back to republican,2
dont let idiot that cant even spell retarded get you down,1
a wwe i love you too jenny your so damn perf not ugly seriously dis bitch must be blind,1
it also a bird a city and a math theorem i make no assumption,2
i can trap anywhere i wanna just because iain tab it chn in rarely solo,1
go on craigslist bitch be on there,1
my luck the bitch gonna drug mean i wont even know hat happened lmao,1
she can suck dick tho thats better than brownie,1
u ravi prolly shoot dust out your phone cuz that shit so old u catfishing the bitch on here lmao,1
your e a bitch,1
i cant be homeless in 2014but them bitch better not slipin2015,1
bitch i might be,1
bitch you just an inch taller than me we normal height jessy ca and day si are just some short bitch,1
lmao madonna music suck yeah your e fucking stupid if you think gaga is better retard,0
savage day is like colored sd at wrap day hoe like mummy,1
lti hate to interject but can si have yo digit i like wiggers dat wanna be fucked by colored s,1
happy birthday faggot,0
are you a race traitor or just a dumbass,1
hey jim youll love this,1
just like fat chick need love too i guess some jeffrey domme r type would be all over that sloppy ho,1
and how ami assumes hit hmm cuz u dont know what fuck u talking about cracker these day,0
tranny,2
no homo bro love ya to let get some 151ansomemaliburumtech9 this bitch haha,1
an just dont be a hoe about it haha,1
bitch you old as mushroom as bitch looking like a moldy as toe wobbly raggedy as vagina face bye,1
your e such a bitch carlton your e lucky your father a judge,1
you need to insert a chill pill up your as twice a day until your bitch as ness go away if the problem persists see a doctor,1
is such a retard biden call himself white boy in meeting with black pastor 8221,1
i guess blaspheme to your allah is okifyourposmuzziehuh,0
sit down and stfu rag head,0
shut up faggot,1
but that bitch could care le about benghazi victim,1
dog government job is the shit i done got my last few off that bitch,1
sweet come back u fuckin her bid nt watch soccer but id still wax your bitch as in it go swallow the red sox skid sur from nyc fag,0
your e such a pussy,1
is big cat a fat pussy joke,1
go eat bear hit you fuckin yokel,1
dont talk to your hoe that way,1
lol wyo bitch,1
trash a int it,2
like their player really been talking trash about bama,2
you sound like your e pussy whooped free like a bird,1
your e a sensitive pussy whooped no sense of humor neo zoom maxi dweeb now sit your as all the way down,1
no good option left indeed this president make jimmy carter look like a piker so sad,2
true but then again im my opinion a hoe is someone who go and sleep with everybody,1
he definitely trash but if bill coh wer or stanford head coach want the jobid hire them with a new gm of course,2
pussy,1
he talkin bout we wannabe human and im just like bitch whet,1
im a lil nigga wait till you see nigga you a int ready im from chicago boy i a int no pussy from the burbs just wait,1
fuck no faggot,1
thuggery cheating talking trash who doing that besides jame is and isnt nd in the middle of cheating issue,2
i didnt really have one wa aware of yankee but always loved dodger uniform,2
yep sob i got my hope up when a couple of the national guy including that kiper mc shay mock had him slipping,2
you wouldnt last a day there hoe,1
she play in pussyhole bingo she drawing the next number,1
damn took this dumbspicnearly2 day to respond wuz really good tho beaner,0
shut yo beaner as ups pic and hop your faggot as back across the border little nigga go listen to some pitbull,0
it always look so nice i wa gonna buy this yellow one,2
shut up pussy,1
faggot,1
i know bout yo wack as dread nigger,1
nah your e a nigger,1
kik is for hoe you either gone shit or get off the pot,1
aintnolove4thesehoes,1
shi the prolly is other than that everybody else trash,1
cowboy fan are cunt stop the press,1
are we still talking about animal i know some asian folk that would love to see how you prepare your pussy before eating it,1
im not a bitch take it back,1
i totally think the something when bitch come across mine saying we are similar uh no,1
bitch merry christmas,1
amen little ma may doe this old southern country bitch like you so much i dont know but i do,1
block or mute the cunt,1
elissa would call me trash vile etc,2
get a can ofwaspsprayitshootsout20 foot and cheaper than bear pay or mace work just a good,2
or a southern bitch like me who will blow a person heart out of their back w one shot,1
thank god im just an old redneck bitch from memphis tn and not a troll,1
fuck u nigger,0
ju sex spos in hoe on a whole different level,1
i want some im so damn tired of being in the fucking kitchen a bitch is hot and need a glass of wine and a backrub,1
bitch wake up,1
gross ill stick with my galaxy it will still receive those nip,1
not nappy head hoe though,1
if he want bitch tiptoe in on his marble floor she will,1
a int nobody asked yo faggot as for a comment i know you peeped already you gay thats what udo for a living,1
forever 21hoes,2
on sale a shoe,1
big titty bitch lmao fuck it good party,1
where the fuck were you this summer bitch,1
bye hoe,1
dnt use my shit against me hoe,1
negro please,1
yes u hoe,1
lmao it be like that nowadays,2
dont favorite me you faggot,1
we need more opinionated bitch moar,1
shut the fuck up faggot as knicks cocksucker your opinion is irrelevant fag,1
tea bagger are extremely dumb,1
drinking away this stress you got some new hoe for u,1
pretty sure you meant flight and not flite dumbass cracker,1
i didnt know you wa following me hoe,1
oh but those last few that did charlie wilma jeanne,2
politics isnt twitter coon lol,1
choke on something hoe,1
lmao cunt,1
fuck off my pussy boi bitch,1
me bitch im tryna keep a clean track record the fuck br uh,1
we dont love these hoe,1
is an evil hate whitey racist who think delbert belton deserved it,0
id kiss he actually from there lol we followed a band but we met a few bain bridg ians this bitch had like 4teethiswearlol,1
im joked out bitch you stupid,1
lik kadawggturnupyabitchfwya dawg man,1
tf bitch you had brain surgery and a int tell me,1
make that llama your bitch,1
bitch,1
let get a group together do something negro im home,1
ugly nigger,0
it funny how this page quoted my tweet about the term camel jockey bci am a fucking arab you dumbass,1
thanks kassi respect you not you annie your e a bitch,1
i starting laughing worked out not bci think it funny that you work throw phone in trash over butchered sub tweet,2
bitch nigga,1
ily hoe cheer up prett i,1
lol tell that hoe grow up a haha,1
fuck bitch,1
i known ig,1
yo bitch i miss you too,1
lmao girl ll aaaa i dont like em chunky anymore,2
dont get it twisted said a int play in ny state of mind when bitch is around click link,1
i would a just old skylar one night hey i got a flight in the mornin you wit it or nah while text in my brazilian bitch,1
lol this is why u my nig,1
he jus need to go to brazil get himself a bad brazilian bitch and jus relax,1
if yo girl let them in shea hoe he belong to the world why u cuffing her,1
why is he stress in himself this nig can be livin lik meech before he went to prison,1
your welcome my nig salute,1
bitch your yuck,1
gotta love it when the islamofascist cow try to make a retort about age typical muz zie idiocy,0
i month at hoe now,1
